seq_num,accel_x_g,accel_y_g,accel_z_g,gyro_x_dps,gyro_y_dps,gyro_z_dps
4198,0.105896,-0.046848,-0.974536,0.000000,-2.100000,-0.490000
4199,0.105408,-0.048800,-0.974536,0.280000,-2.030000,-0.420000
4200,0.105896,-0.047336,-0.975024,0.070000,-2.170000,-0.490000
4201,0.104920,-0.049288,-0.974048,0.350000,-2.030000,-0.420000
4202,0.104432,-0.046360,-0.974048,-0.070000,-1.960000,-0.350000
4203,0.104432,-0.048312,-0.972584,0.210000,-2.170000,-0.350000
4204,0.103944,-0.043920,-0.974048,0.280000,-2.240000,-0.350000
4205,0.102968,-0.044408,-0.975512,0.280000,-2.030000,-0.350000
4206,0.102968,-0.048800,-0.976000,0.070000,-2.030000,-0.350000
4207,0.104920,-0.046360,-0.973560,0.280000,-2.170000,-0.350000
4208,0.103944,-0.047824,-0.974536,0.210000,-2.170000,-0.420000
4209,0.104432,-0.049288,-0.973072,0.210000,-2.170000,-0.350000
4210,0.102968,-0.046360,-0.975024,0.210000,-2.100000,-0.350000
4211,0.104920,-0.047336,-0.974048,0.420000,-2.170000,-0.420000
4212,0.103944,-0.048800,-0.974536,0.280000,-2.100000,-0.350000
4213,0.104432,-0.049288,-0.973560,0.350000,-1.960000,-0.350000
4214,0.106384,-0.047336,-0.976488,0.070000,-2.100000,-0.420000
4215,0.103944,-0.047824,-0.973072,0.210000,-2.100000,-0.350000
4216,0.103456,-0.048800,-0.972584,0.140000,-2.030000,-0.350000
